"_id","Al","B","C","Co","Cr","Fe","Hf","Mo","Nb+Ta","Ni","Pt","Re","Si","Ta","Ti","W","Y","Zr","低温施加载荷/工作能力（应力乘以变形应变）","低温施加载荷/温度","力学性能/应变","加压/压强","加热/温度","固溶处理油淬/时间","固溶处理油淬/温度","均匀化处理/时间","均匀化处理/温度","备注","应变测试/冲击速率","应变测试/应变位置","应变测试/径向位置","应变测试/时间","应变测试/长轴位置","持续时间/持续时间","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效处理/时间","时效处理/温度","时效处理/空冷","时效处理空冷/时间","时效处理空冷/温度","材料牌号","样品中位置/样品中位置","样品尺寸/d1","样品尺寸/d4","样品尺寸/d5","样品尺寸/样品d0","样品尺寸/模锻前RCS齿轮直径","样品尺寸/模锻后RCS齿轮直径","模锻/模锻","热加工/应变速率","热加工/时间","热加工/温度","热加工前处理/时间","热加工前处理/温度","热处理1/冷却速率","热处理1/时间","热处理1/温度","热处理2/冷却速率","热处理2/时间","热处理2/温度","热处理3/冷却速率","热处理3/时间","热处理3/温度","热处理4/冷却速率","热处理4/时间","热处理4/温度","热处理5/时间","热处理5/温度","第一次轧制/温度","第二次轧制/温度","等温蠕变实验/压力","等温蠕变实验/温度","等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","蠕变测试/初始压力","蠕变测试/初始温度","蠕变测试/时间","蠕变测试/测试温度","非等温蠕变实验/第一段时间","非等温蠕变实验/第一段温度","非等温蠕变实验/第三段时间","非等温蠕变实验/第三段温度","非等温蠕变实验/第二段时间","非等温蠕变实验/第二段温度","非等温蠕变实验/第四段时间","非等温蠕变实验/第四段温度","非等温蠕变实验/蠕变寿命","非等温蠕变实验/蠕变寿命/参考寿命","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/10min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/11min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/12min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/13min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/14min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/15min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/16min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/17min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/18min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/19min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/1min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/20min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/21min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/22min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/23min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/24min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/25min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/26min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/27min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/28min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/29min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/2min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/30min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/31min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/32min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/33min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/34min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/35min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/3min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/4min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/5min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/6min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/7min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/8min）","非等温蠕变实验/蠕变寿命/相对工艺寿命（工艺1050℃/15min+1100℃/1min+1050℃/15min+1150℃/9min）"
"ObjectId(""5b4d52e4e6b1a819a85d9d7f"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"9.29E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.672413793103448100%",,,,,,,
"ObjectId(""5b4d52e9e6b1a819a85d9d81"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"7.74E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.628965517241379100%",,,,,,,
"ObjectId(""5b4d52eee6b1a819a85d9d83"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.48E+1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.753103448275862100%",,,,,,,
"ObjectId(""5b4d52f3e6b1a819a85d9d85"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.35E+1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.740689655172414100%",,,,,,,
"ObjectId(""5b4d52f8e6b1a819a85d9d87"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.24E+1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.730344827586207100%",,,,,,,
"ObjectId(""5b4d52fde6b1a819a85d9d89"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.14E+1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.72100%",,,,,,,
"ObjectId(""5b4d5301e6b1a819a85d9d8b"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"6.19E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.564827586206897100%",,,,,,,
"ObjectId(""5b4d5306e6b1a819a85d9d8d"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"5.12E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.513103448275862100%",,,,,,,
"ObjectId(""5b4d530be6b1a819a85d9d8f"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"7.20E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.608275862068966100%",,,,,,,
"ObjectId(""5b4d5310e6b1a819a85d9d91"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"6.73E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.593793103448276100%",,,,,,,
"ObjectId(""5b4d531ae6b1a819a85d9d93"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"5.95E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.076551724137931100%",,,,,,,
"ObjectId(""5b4d531fe6b1a819a85d9d95"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.29E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.451034482758621100%",,,,,,,
"ObjectId(""5b4d5324e6b1a819a85d9d97"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.15E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.366206896551724100%",,,,,,,
"ObjectId(""5b4d5329e6b1a819a85d9d99"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.57E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.403448275862069100%",,,,,,,
"ObjectId(""5b4d532de6b1a819a85d9d9b"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.55E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.206896551724138100%",,,,,,,
"ObjectId(""5b4d5332e6b1a819a85d9d9d"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.14E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.268965517241379100%",,,,,,,
"ObjectId(""5b4d5337e6b1a819a85d9d9f"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"8.93E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.109655172413793100%",,,,,,,
"ObjectId(""5b4d533ce6b1a819a85d9da1"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.64E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.482068965517241100%",,,,,,,
"ObjectId(""5b4d5341e6b1a819a85d9da3"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.44E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.302068965517241100%",,,,,,,
"ObjectId(""5b4d5346e6b1a819a85d9da5"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"3.57E-1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.043448275862069100%",,,,,,,
"ObjectId(""5b4d534be6b1a819a85d9da7"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"2.80E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.331034482758621100%",,,,,,,
"ObjectId(""5b4d5350e6b1a819a85d9da9"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.19E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.146896551724138100%",,,,,,,
"ObjectId(""5b4d5354e6b1a819a85d9dab"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.85E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.235862068965517100%",,,,,,,
"ObjectId(""5b4d5359e6b1a819a85d9dad"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.37E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.18100%",,,,,,,
"ObjectId(""5b4d535ee6b1a819a85d9daf"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"4.05E+0%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃",,,"1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.432413793103448100%",,,,,,,
"ObjectId(""5b4d5369e6b1a819a85d9db1"")","5.64",,,"9.7","6.4wt.%",,"0.1","0.6",,"balance",,"2.9",,"6.5","1.05","6.4",,,,,"1.29E+1%",,,,,,,"",,,,,,,"Huron E S, Reed R C, Hardy M C, et al. Effect of the Prior Microstructure Degradation on the High Temperature/Low Stress Non-Isothermal Creep Behavior of CMSX-4®; Ni-Based Single Crystal Superalloy[M]// Superalloys 2012. John Wiley & Sons, Inc. 2012:265-274.","10.11961/mater0203.MGI.20171221.ds.0027","尹海清","摘录","杨国强","2018-01-08","20h","871℃","",,,"CMSX-4®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15min","1050℃","15min","1050℃","1min","1100℃","1min","1150℃",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.916551724137931100%",,,,,,,
